,n_total,n_nohtn,n_htn,proportion_total,proportion_nohtn,proportion_htn,p_value
REGION_Midwest,167.3010437573245,92.71652871128582,74.58451504602908,0.22020666433338118,0.21502039931717748,0.2270133376649296,0.0
REGION_South,298.16875182830006,167.06789553724172,131.10085629105967,0.39245867673006163,0.38744985506694796,0.39903246590792524,0.0
REGION_West,168.48753066367289,96.77386733607844,71.71366332759882,0.22176835407574286,0.2244298388571818,0.21827530899852682,0.0
IMMEDR_Semi-urgent,142.6389233669315,83.076076645888,59.56284672104026,0.18774563991542118,0.1926630712170841,0.18129179530929795,0.0
IMMEDR_Urgent,274.1600370105339,147.11276071085106,127.0472762996885,0.3608576843739082,0.3411715795702474,0.38669456007365066,0.0
IMMEDR_Nonurgent,20.46138969951987,12.174746917879963,8.286642781639998,0.026931896371742824,0.0282346522271112,0.02522210454457124,0.0
IMMEDR_Emergent,80.22678162069028,39.922830863899975,40.30395075678989,0.10559690229142024,0.09258568190099858,0.12267337766740583,0.0
IMMEDR_Immediate,8.841727630330006,5.454236620330003,3.3874910100000015,0.011637747767093776,0.012649008244535102,0.010310526789849873,0.0
IMMEDR_Unknown,233.4167381260145,143.4581042927633,89.9586338332483,0.3072301292803961,0.33269600684004585,0.2738076356152459,0.0
CHEST_PAIN_VISIT,63.83318484201981,32.44167703083,31.391507811189935,0.08401915727571146,0.07523601720907475,0.09554652139462216,0.0
DYSPNEA_VISIT,64.50477571239036,33.66707395694991,30.83770175543996,0.08490312537321817,0.0780778550133871,0.09386089856718587,0.0
ABDOMINAL_PAIN_VISIT,102.31959241135803,60.21643739433977,42.10315501701987,0.1346761241581905,0.13964891259364742,0.12814962651079784,0.0
ATTPHYS_Yes,640.1069316541272,358.55688972329614,281.5500419307853,0.8425279906842174,0.8315350744666496,0.8569555583885419,0.0
ATTPHYS_No,119.63866579993984,72.64186632831992,46.99679947162022,0.15747200931582664,0.16846492553338135,0.14304444161147528,0.0
RESINT_Yes,76.61284209580126,45.059361928220014,31.553480167579814,0.10084012642197182,0.10449789405892357,0.09603951763131859,0.0
RESINT_No,683.1327553582387,386.1393941233996,296.99336123482317,0.8991598735780367,0.8955021059411157,0.9039604823686908,0.0
MIDLEVEL,194.81798140486697,111.70116441908867,83.11681698576956,0.25642528506610257,0.2590479746321928,0.2529831564686058,0.0
XRAY,289.71154101729536,153.02462110556334,136.68691991174063,0.3813270415625194,0.3548818705016173,0.4160348013948132,0.0
CATSCAN,178.94430002083166,90.67313907665968,88.27116094416905,0.23553186832603956,0.21028154141012545,0.2686714642191787,0.0
MRI,9.23904520193002,4.490261713670001,4.7487834882600035,0.012160709101692433,0.01041343846811246,0.014453900904935974,0.0
CBC,371.4586101844591,198.8351260520123,172.62348413245206,0.48892499203581535,0.46112175246678394,0.5254151383577755,0.0
TROPONIN,55.66107404613001,26.29640830533009,29.364665740800085,0.07326277932067601,0.06098442524769976,0.08937740997739384,0.0
